InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
62877,7/25/2016,Germany,2201,GER1,Female,9,39-40,7,169,0,2016,7,169
62878,7/25/2016,United Kingdom,2174,UK4,Female,8,38-39,6,159,0,2016,7,159
62879,7/25/2016,Germany,2167,GER1,Female,6.5,37,4.5,189,0.5,2016,7,94.5
62879,7/25/2016,Germany,2187,GER1,Male,10,43,9.5,179,0,2016,7,179
62880,7/25/2016,Canada,2219,CAN1,Female,8,38-39,6,129,0,2016,7,129
62881,7/25/2016,Canada,2231,CAN6,Female,8.5,39,6.5,199,0,2016,7,199
62882,7/25/2016,Germany,2241,GER1,Female,9.5,40,7.5,149,0,2016,7,149
62883,7/25/2016,Germany,2163,GER3,Male,11,44,10.5,169,0.1,2016,7,152.1
62884,7/26/2016,Canada,2160,CAN5,Male,9,42,8.5,169,0,2016,7,169
62885,7/26/2016,United Kingdom,2236,UK2,Male,8,41,7.5,159,0,2016,7,159
62886,7/26/2016,Canada,2214,CAN6,Female,9.5,40,7.5,149,0.3,2016,7,104.3
62887,7/26/2016,Canada,2224,CAN7,Male,9.5,42-43,9,169,0.3,2016,7,118.3
62888,7/26/2016,Germany,2195,GER2,Male,10,43,9.5,169,0,2016,7,169
62889,7/26/2016,United States,2235,US13,Male,7.5,40-41,7,149,0.1,2016,7,134.1
62890,7/26/2016,United States,2158,US12,Male,9,42,8.5,189,0,2016,7,189
62891,7/26/2016,Germany,2156,GER1,Female,8,38-39,6,149,0.2,2016,7,119.2
62892,7/26/2016,Germany,2223,GER1,Male,9.5,42-43,9,179,0.2,2016,7,143.2
62893,7/26/2016,United States,2200,US12,Female,6.5,37,4.5,189,0.5,2016,7,94.5
62894,7/26/2016,United States,2221,US12,Female,8.5,39,6.5,179,0,2016,7,179
62895,7/26/2016,United States,2179,US13,Female,9,39-40,7,139,0,2016,7,139
62896,7/26/2016,United Kingdom,2206,UK2,Female,8,38-39,6,129,0,2016,7,129
62897,7/26/2016,United States,2147,US11,Male,6.5,39,6,139,0,2016,7,139
62898,7/26/2016,United States,2224,US11,Male,9.5,42-43,9,159,0,2016,7,159
62899,7/26/2016,United States,2230,US2,Male,7.5,40-41,7,189,0,2016,7,189
62900,7/26/2016,United States,2231,US10,Male,8.5,41-42,8,159,0.5,2016,7,79.5
62901,7/26/2016,Germany,2188,GER2,Male,9,42,8.5,169,0.3,2016,7,118.3
62902,7/26/2016,United Kingdom,2180,UK3,Male,11,44,10.5,189,0,2016,7,189
62903,7/26/2016,Germany,2221,GER2,Female,8,38-39,6,189,0,2016,7,189
62903,7/26/2016,Germany,2171,GER1,Male,9,42,8.5,149,0,2016,7,149
62904,7/26/2016,Germany,2192,GER1,Male,12,45,11.5,189,0.2,2016,7,151.2
62905,7/26/2016,Germany,2208,GER1,Male,11,44,10.5,199,0.3,2016,7,139.3
62906,7/27/2016,Germany,2197,GER2,Male,10.5,43-44,10,179,0.2,2016,7,143.2
62907,7/27/2016,Germany,2222,GER2,Male,10.5,43-44,10,129,0.1,2016,7,116.1
62908,7/27/2016,Germany,2209,GER1,Male,9.5,42-43,9,199,0,2016,7,199
62909,7/27/2016,United Kingdom,2236,UK1,Male,10.5,43-44,10,139,0,2016,7,139
62910,7/27/2016,United States,2198,US1,Male,9.5,42-43,9,199,0.1,2016,7,179.1
62911,7/27/2016,Germany,2148,GER3,Male,10,43,9.5,199,0,2016,7,199
62912,7/27/2016,United Kingdom,2225,UK2,Male,8.5,41-42,8,169,0,2016,7,169
62913,7/27/2016,United States,2223,US12,Female,6.5,37,4.5,129,0,2016,7,129
62914,7/27/2016,Germany,2175,GER2,Female,7.5,38,5.5,149,0.1,2016,7,134.1
62915,7/27/2016,United States,2221,US13,Male,10,43,9.5,129,0,2016,7,129
62915,7/27/2016,United States,2236,US12,Female,9,39-40,7,189,0,2016,7,189
62916,7/27/2016,United Kingdom,2185,UK4,Female,8,38-39,6,189,0.1,2016,7,170.1
62917,7/27/2016,United States,2206,US10,Male,14,47,13.5,129,0,2016,7,129
62918,7/27/2016,Canada,2209,CAN7,Female,12,42-43,10,129,0.3,2016,7,90.3
62919,7/27/2016,Germany,2154,GER1,Female,8,38-39,6,169,0.5,2016,7,84.5
62919,7/27/2016,Germany,2221,GER2,Female,8,38-39,6,189,0,2016,7,189
62919,7/27/2016,Germany,2207,GER1,Female,9,39-40,7,169,0,2016,7,169
62920,7/27/2016,Germany,2231,GER1,Female,8,38-39,6,199,0,2016,7,199
62921,7/27/2016,United States,2196,US7,Female,6.5,37,4.5,139,0.2,2016,7,111.2
62922,7/27/2016,Canada,2169,CAN5,Female,5,35-36,3,159,0,2016,7,159
62923,7/27/2016,United States,2158,US14,Female,6.5,37,4.5,169,0,2016,7,169
62924,7/27/2016,Germany,2225,GER1,Male,10,43,9.5,189,0,2016,7,189
62925,7/28/2016,United States,2190,US14,Female,8,38-39,6,199,0,2016,7,199
62925,7/28/2016,United States,2155,US14,Male,9,42,8.5,129,0.2,2016,7,103.2
62926,7/28/2016,United States,2179,US12,Male,10.5,43-44,10,129,0.1,2016,7,116.1
62927,7/28/2016,Germany,2149,GER2,Female,7.5,38,5.5,189,0.1,2016,7,170.1
62928,7/28/2016,Germany,2193,GER2,Female,7.5,38,5.5,179,0,2016,7,179
62929,7/28/2016,United States,2161,US2,Male,11,44,10.5,189,0,2016,7,189
62930,7/28/2016,Germany,2184,GER2,Female,8,38-39,6,169,0,2016,7,169
62931,7/28/2016,United States,2223,US12,Female,8.5,39,6.5,169,0,2016,7,169
62932,7/28/2016,Canada,2233,CAN1,Female,9,39-40,7,129,0,2016,7,129
62933,7/28/2016,Germany,2205,GER2,Female,8,38-39,6,159,0.3,2016,7,111.3
62934,7/28/2016,Canada,2192,CAN7,Male,9.5,42-43,9,129,0,2016,7,129
62935,7/28/2016,United States,2226,US13,Male,10,43,9.5,149,0.5,2016,7,74.5
62936,7/28/2016,Germany,2221,GER1,Male,9,42,8.5,189,0.3,2016,7,132.3
62937,7/28/2016,Canada,2212,CAN7,Female,7,37-38,5,149,0,2016,7,149
62938,7/28/2016,United Kingdom,2223,UK1,Male,14,47,13.5,189,0.3,2016,7,132.3
62939,7/28/2016,United States,2206,US4,Male,9.5,42-43,9,169,0,2016,7,169
62940,7/28/2016,Canada,2234,CAN7,Male,11,44,10.5,159,0.2,2016,7,127.2
62941,7/28/2016,Canada,2178,CAN6,Male,9.5,42-43,9,139,0.3,2016,7,97.3
62942,7/28/2016,United States,2182,US15,Female,8,38-39,6,179,0.5,2016,7,89.5
62943,7/29/2016,United States,2219,US9,Female,6.5,37,4.5,169,0,2016,7,169
62943,7/29/2016,United States,2176,US14,Male,10.5,43-44,10,139,0.5,2016,7,69.5
62943,7/29/2016,United States,2173,US1,Male,8.5,41-42,8,139,0.5,2016,7,69.5
62944,7/29/2016,United States,2188,US1,Female,5.5,36,3.5,129,0.5,2016,7,64.5
62944,7/29/2016,United States,2206,US12,Male,11,44,10.5,129,0.3,2016,7,90.3
62945,7/29/2016,Germany,2163,GER1,Male,14,47,13.5,149,0.3,2016,7,104.3
62946,7/29/2016,United States,2199,US1,Male,11,44,10.5,169,0,2016,7,169
62947,7/29/2016,Canada,2237,CAN1,Male,9,42,8.5,189,0.2,2016,7,151.2
62947,7/29/2016,Canada,2236,CAN2,Female,8,38-39,6,199,0.3,2016,7,139.3
62948,7/29/2016,Germany,2175,GER2,Female,7.5,38,5.5,149,0.1,2016,7,134.1
62949,7/29/2016,United States,2167,US12,Female,9,39-40,7,129,0.5,2016,7,64.5
62950,7/29/2016,Germany,2156,GER2,Male,12,45,11.5,199,0,2016,7,199
62951,7/29/2016,Germany,2199,GER1,Female,8.5,39,6.5,179,0.5,2016,7,89.5
62952,7/29/2016,Canada,2204,CAN3,Male,8,41,7.5,169,0,2016,7,169
62953,7/29/2016,United States,2202,US13,Female,7.5,38,5.5,189,0.5,2016,7,94.5
62953,7/29/2016,United States,2160,US13,Male,9.5,42-43,9,149,0.5,2016,7,74.5
62954,7/29/2016,United Kingdom,2207,UK2,Male,10,43,9.5,149,0.3,2016,7,104.3
62955,7/29/2016,United States,2236,US13,Female,8,38-39,6,189,0,2016,7,189
62956,7/29/2016,Germany,2176,GER2,Female,8,38-39,6,159,0.3,2016,7,111.3
62957,7/29/2016,Germany,2240,GER1,Male,9,42,8.5,129,0.5,2016,7,64.5
62958,7/29/2016,United States,2210,US15,Male,9,42,8.5,159,0,2016,7,159
62959,7/29/2016,United States,2192,US3,Female,7.5,38,5.5,169,0,2016,7,169
62960,7/29/2016,United States,2171,US11,Male,6,39,5.5,159,0.1,2016,7,143.1
62961,7/29/2016,United Kingdom,2159,UK5,Male,9.5,42-43,9,179,0,2016,7,179
62962,7/29/2016,Germany,2155,GER3,Male,15,48,14.5,159,0,2016,7,159
62963,7/30/2016,United States,2192,US14,Female,8.5,39,6.5,169,0,2016,7,169
62964,7/30/2016,Germany,2200,GER2,Male,7.5,40-41,7,189,0.3,2016,7,132.3
62965,7/30/2016,Germany,2177,GER2,Female,12,42-43,10,129,0.3,2016,7,90.3
62966,7/30/2016,United States,2157,US14,Male,10,43,9.5,199,0,2016,7,199
62967,7/30/2016,Canada,2208,CAN6,Male,9,42,8.5,159,0.5,2016,7,79.5
62968,7/30/2016,United States,2171,US15,Female,5.5,36,3.5,199,0,2016,7,199
62969,7/30/2016,Canada,2147,CAN3,Female,8,38-39,6,169,0.1,2016,7,152.1
62970,7/30/2016,Canada,2192,CAN7,Male,9.5,42-43,9,129,0,2016,7,129
62971,7/30/2016,United Kingdom,2195,UK5,Female,8,38-39,6,189,0,2016,7,189
62972,7/30/2016,United States,2196,US13,Male,10,43,9.5,189,0,2016,7,189
62973,7/30/2016,United States,2234,US3,Male,10,43,9.5,139,0,2016,7,139
62974,7/30/2016,Germany,2161,GER3,Male,10,43,9.5,159,0,2016,7,159
62975,7/30/2016,United States,2212,US14,Female,8.5,39,6.5,149,0,2016,7,149
62976,7/30/2016,United Kingdom,2236,UK2,Male,8,41,7.5,159,0,2016,7,159
62977,7/30/2016,Germany,2169,GER2,Male,12,45,11.5,179,0.1,2016,7,161.1
62978,7/30/2016,United States,2217,US14,Female,7.5,38,5.5,189,0.2,2016,7,151.2
62979,7/30/2016,Germany,2149,GER2,Female,7.5,38,5.5,189,0.1,2016,7,170.1
62980,7/30/2016,United States,2179,US12,Female,8.5,39,6.5,139,0.3,2016,7,97.3
62981,7/30/2016,Germany,2168,GER3,Female,8.5,39,6.5,149,0,2016,7,149
62982,7/30/2016,Germany,2154,GER3,Male,9,42,8.5,189,0.1,2016,7,170.1
62983,7/30/2016,United States,2165,US13,Female,8.5,39,6.5,179,0,2016,7,179
62983,7/30/2016,United States,2167,US13,Female,8.5,39,6.5,189,0,2016,7,189
62984,7/30/2016,United States,2183,US15,Male,15,48,14.5,189,0,2016,7,189
62985,7/30/2016,United Kingdom,2170,UK5,Male,7.5,40-41,7,149,0.1,2016,7,134.1
62986,7/30/2016,Germany,2223,GER1,Male,9.5,42-43,9,179,0.2,2016,7,143.2
62987,7/30/2016,United Kingdom,2172,UK1,Female,8.5,39,6.5,149,0.1,2016,7,134.1
62988,7/30/2016,United States,2199,US11,Male,9.5,42-43,9,139,0,2016,7,139
62989,7/30/2016,United States,2219,US1,Male,9.5,42-43,9,169,0.3,2016,7,118.3
62990,7/30/2016,United Kingdom,2190,UK1,Male,8,41,7.5,189,0.5,2016,7,94.5
62991,7/31/2016,United States,2216,US6,Female,6.5,37,4.5,169,0.3,2016,7,118.3
62991,7/31/2016,United States,2217,US8,Female,8.5,39,6.5,129,0,2016,7,129
62991,7/31/2016,United States,2231,US10,Male,8.5,41-42,8,159,0.5,2016,7,79.5
62992,7/31/2016,United Kingdom,2221,UK1,Male,10.5,43-44,10,129,0.1,2016,7,116.1
62993,7/31/2016,Germany,2199,GER2,Female,8.5,39,6.5,199,0,2016,7,199
62994,7/31/2016,Germany,2204,GER1,Female,10.5,41,8.5,149,0.5,2016,7,74.5
62995,7/31/2016,Germany,2203,GER1,Male,10.5,43-44,10,129,0.1,2016,7,116.1
62996,7/31/2016,Germany,2156,GER2,Male,9,42,8.5,129,0,2016,7,129
62997,7/31/2016,United States,2226,US13,Male,10,43,9.5,149,0.5,2016,7,74.5
62998,7/31/2016,Germany,2224,GER2,Male,9.5,42-43,9,149,0,2016,7,149
62999,7/31/2016,Germany,2163,GER2,Male,10,43,9.5,189,0.1,2016,7,170.1
63000,7/31/2016,Germany,2171,GER1,Male,8.5,41-42,8,139,0,2016,7,139
63001,7/31/2016,United Kingdom,2181,UK4,Male,10,43,9.5,139,0,2016,7,139
63002,7/31/2016,United States,2151,US4,Male,10.5,43-44,10,159,0,2016,7,159
63003,7/31/2016,Germany,2163,GER1,Male,14,47,13.5,149,0.3,2016,7,104.3
63004,7/31/2016,Germany,2231,GER1,Female,8,38-39,6,189,0.3,2016,7,132.3
63005,7/31/2016,United States,2215,US13,Male,8,41,7.5,139,0.3,2016,7,97.3
63005,7/31/2016,United States,2165,US13,Female,8.5,39,6.5,179,0,2016,7,179
63006,7/31/2016,Canada,2185,CAN7,Female,8.5,39,6.5,199,0,2016,7,199
63007,7/31/2016,Germany,2164,GER2,Male,9.5,42-43,9,179,0.2,2016,7,143.2
63008,7/31/2016,United Kingdom,2184,UK4,Female,8.5,39,6.5,169,0,2016,7,169
63009,7/31/2016,Canada,2233,CAN1,Female,9,39-40,7,129,0,2016,7,129
63010,7/31/2016,United States,2160,US8,Male,9.5,42-43,9,179,0,2016,7,179
63011,7/31/2016,United Kingdom,2236,UK4,Male,7,40,6.5,129,0.3,2016,7,90.3
63012,8/1/2016,United States,2177,US10,Male,10,43,9.5,129,0,2016,8,129
63013,8/1/2016,Germany,2199,GER1,Female,8.5,39,6.5,179,0.5,2016,8,89.5
63014,8/1/2016,United Kingdom,2180,UK1,Female,9.5,40,7.5,169,0,2016,8,169
63015,8/1/2016,United States,2229,US4,Female,7,37-38,5,159,0,2016,8,159
63016,8/1/2016,Germany,2191,GER2,Male,12,45,11.5,149,0,2016,8,149
63017,8/1/2016,United States,2171,US11,Male,6,39,5.5,159,0.1,2016,8,143.1
63018,8/1/2016,Canada,2228,CAN5,Female,8,38-39,6,189,0.3,2016,8,132.3
63019,8/1/2016,United States,2239,US12,Male,9.5,42-43,9,159,0,2016,8,159
63020,8/1/2016,United States,2217,US14,Male,9,42,8.5,199,0.3,2016,8,139.3
63021,8/1/2016,United Kingdom,2157,UK4,Female,9,39-40,7,159,0,2016,8,159
63022,8/1/2016,United Kingdom,2223,UK1,Male,14,47,13.5,189,0.3,2016,8,132.3
63023,8/1/2016,United States,2167,US10,Male,6.5,39,6,159,0.2,2016,8,127.2
63024,8/1/2016,United States,2172,US13,Male,8.5,41-42,8,139,0,2016,8,139
63024,8/1/2016,United States,2215,US13,Male,8,41,7.5,139,0.3,2016,8,97.3
63025,8/1/2016,Germany,2177,GER2,Female,9,39-40,7,149,0,2016,8,149
63026,8/1/2016,Germany,2165,GER1,Male,10,43,9.5,169,0,2016,8,169
63027,8/1/2016,United States,2170,US12,Female,7.5,38,5.5,179,0.5,2016,8,89.5
63028,8/1/2016,United States,2192,US1,Male,12,45,11.5,149,0.5,2016,8,74.5
63029,8/1/2016,Canada,2238,CAN6,Male,10,43,9.5,199,0,2016,8,199
63030,8/1/2016,United States,2178,US8,Male,9.5,42-43,9,159,0.1,2016,8,143.1
63030,8/1/2016,United States,2215,US8,Male,10.5,43-44,10,159,0,2016,8,159
63031,8/1/2016,United Kingdom,2238,UK5,Male,10,43,9.5,149,0,2016,8,149
63032,8/2/2016,United States,2196,US13,Male,10,43,9.5,169,0,2016,8,169
63033,8/2/2016,United States,2196,US13,Male,10,43,9.5,189,0,2016,8,189
63033,8/2/2016,United States,2148,US13,Female,9.5,40,7.5,129,0.2,2016,8,103.2
63034,8/2/2016,Germany,2222,GER2,Male,10.5,43-44,10,129,0.1,2016,8,116.1
63035,8/2/2016,United States,2179,US8,Female,7,37-38,5,159,0.5,2016,8,79.5
63036,8/2/2016,United States,2229,US1,Male,11,44,10.5,139,0.3,2016,8,97.3
63037,8/2/2016,Germany,2215,GER2,Female,7.5,38,5.5,159,0.3,2016,8,111.3
63038,8/2/2016,Germany,2212,GER2,Male,10.5,43-44,10,129,0,2016,8,129
63039,8/2/2016,United States,2198,US15,Female,8,38-39,6,129,0,2016,8,129
63040,8/2/2016,United States,2196,US3,Female,8,38-39,6,179,0,2016,8,179
63041,8/2/2016,Canada,2206,CAN3,Female,9,39-40,7,199,0,2016,8,199
63042,8/2/2016,United Kingdom,2181,UK4,Male,10,43,9.5,139,0,2016,8,139
63043,8/2/2016,United Kingdom,2207,UK2,Male,10,43,9.5,149,0.3,2016,8,104.3
63044,8/2/2016,United States,2174,US3,Male,10.5,43-44,10,199,0.1,2016,8,179.1
63045,8/2/2016,United States,2181,US14,Male,11,44,10.5,139,0.5,2016,8,69.5
63046,8/2/2016,Germany,2221,GER2,Male,10.5,43-44,10,149,0,2016,8,149
63047,8/2/2016,United States,2204,US13,Female,7.5,38,5.5,159,0,2016,8,159
63048,8/2/2016,United States,2190,US9,Male,10.5,43-44,10,179,0.1,2016,8,161.1
63049,8/2/2016,Germany,2173,GER2,Male,12,45,11.5,169,0,2016,8,169
63050,8/2/2016,United Kingdom,2157,UK4,Female,9,39-40,7,159,0,2016,8,159
63051,8/3/2016,United Kingdom,2203,UK2,Female,9.5,40,7.5,149,0,2016,8,149
63052,8/3/2016,United States,2236,US13,Female,8,38-39,6,189,0,2016,8,189
63053,8/3/2016,Germany,2204,GER1,Male,12,45,11.5,169,0,2016,8,169
63054,8/3/2016,Canada,2191,CAN2,Male,9.5,42-43,9,199,0.3,2016,8,139.3
63055,8/3/2016,United States,2221,US13,Male,10,43,9.5,129,0,2016,8,129
63056,8/3/2016,Canada,2226,CAN2,Female,9,39-40,7,199,0,2016,8,199
63057,8/3/2016,Germany,2211,GER2,Male,9.5,42-43,9,179,0,2016,8,179
63058,8/3/2016,United States,2166,US15,Female,8,38-39,6,179,0,2016,8,179
63059,8/3/2016,United Kingdom,2223,UK1,Male,14,47,13.5,189,0.3,2016,8,132.3
63060,8/3/2016,United States,2224,US6,Female,8.5,39,6.5,139,0.1,2016,8,125.1
63060,8/3/2016,United States,2160,US5,Male,11,44,10.5,179,0,2016,8,179
63061,8/3/2016,United Kingdom,2225,UK1,Female,9,39-40,7,179,0,2016,8,179
63062,8/3/2016,United States,2173,US1,Male,8.5,41-42,8,139,0.5,2016,8,69.5
63063,8/3/2016,United States,2219,US1,Male,9.5,42-43,9,169,0.3,2016,8,118.3
63064,8/3/2016,United States,2242,US12,Female,9,39-40,7,199,0,2016,8,199
63065,8/3/2016,United Kingdom,2187,UK4,Male,10.5,43-44,10,169,0,2016,8,169
63066,8/3/2016,United Kingdom,2181,UK4,Male,10,43,9.5,139,0,2016,8,139
63067,8/3/2016,Germany,2225,GER1,Male,11,44,10.5,179,0,2016,8,179
63068,8/4/2016,United Kingdom,2170,UK2,Female,9.5,40,7.5,159,0.2,2016,8,127.2
63069,8/4/2016,Canada,2156,CAN7,Male,9.5,42-43,9,199,0.1,2016,8,179.1
63070,8/4/2016,Germany,2187,GER1,Male,10.5,43-44,10,159,0.5,2016,8,79.5
63071,8/4/2016,Canada,2213,CAN6,Male,10.5,43-44,10,129,0,2016,8,129
63072,8/4/2016,United States,2240,US5,Male,10,43,9.5,169,0.5,2016,8,84.5
63073,8/4/2016,United States,2151,US4,Male,10.5,43-44,10,159,0,2016,8,159
63074,8/4/2016,Canada,2219,CAN6,Female,6.5,37,4.5,199,0.5,2016,8,99.5
63075,8/4/2016,Canada,2181,CAN5,Female,9,39-40,7,199,0.3,2016,8,139.3
63076,8/4/2016,Germany,2225,GER1,Male,10,43,9.5,189,0,2016,8,189
63077,8/4/2016,United States,2198,US15,Female,8,38-39,6,129,0,2016,8,129
63078,8/4/2016,United States,2181,US12,Male,8.5,41-42,8,179,0.5,2016,8,89.5
63079,8/4/2016,Germany,2186,GER1,Female,8.5,39,6.5,179,0.2,2016,8,143.2
63080,8/4/2016,United States,2160,US13,Female,9.5,40,7.5,129,0.5,2016,8,64.5
63081,8/4/2016,United Kingdom,2204,UK4,Male,8.5,41-42,8,169,0,2016,8,169
63082,8/4/2016,United States,2176,US5,Male,9,42,8.5,199,0,2016,8,199
63083,8/4/2016,United States,2175,US1,Male,8.5,41-42,8,129,0.2,2016,8,103.2
63084,8/4/2016,Canada,2164,CAN5,Female,8,38-39,6,189,0.5,2016,8,94.5
63085,8/4/2016,United States,2158,US5,Female,8.5,39,6.5,159,0,2016,8,159
63086,8/4/2016,Canada,2149,CAN6,Male,9.5,42-43,9,159,0,2016,8,159
63087,8/4/2016,Germany,2185,GER1,Female,9,39-40,7,129,0,2016,8,129
63088,8/4/2016,United Kingdom,2206,UK2,Female,8,38-39,6,129,0,2016,8,129
63089,8/4/2016,Canada,2165,CAN6,Female,9,39-40,7,179,0.5,2016,8,89.5
63090,8/5/2016,Canada,2238,CAN6,Male,10,43,9.5,199,0,2016,8,199
63091,8/5/2016,United States,2197,US15,Male,10,43,9.5,189,0.2,2016,8,151.2
63092,8/5/2016,Germany,2231,GER2,Male,9,42,8.5,139,0,2016,8,139
63093,8/5/2016,Canada,2148,CAN3,Male,7.5,40-41,7,179,0,2016,8,179
63094,8/5/2016,United States,2149,US3,Male,12,45,11.5,189,0,2016,8,189
63095,8/5/2016,United Kingdom,2185,UK2,Female,9,39-40,7,139,0.1,2016,8,125.1
63096,8/5/2016,United Kingdom,2185,UK4,Female,8,38-39,6,189,0.1,2016,8,170.1
63097,8/5/2016,Canada,2160,CAN6,Male,8.5,41-42,8,149,0.3,2016,8,104.3
63098,8/5/2016,Germany,2147,GER3,Female,12,42-43,10,159,0,2016,8,159
63099,8/5/2016,United States,2193,US5,Male,9.5,42-43,9,129,0,2016,8,129
63100,8/5/2016,Germany,2211,GER2,Male,9.5,42-43,9,179,0,2016,8,179
63101,8/5/2016,United States,2196,US13,Male,10,43,9.5,169,0,2016,8,169
63102,8/5/2016,United States,2223,US7,Female,8.5,39,6.5,199,0,2016,8,199
63103,8/5/2016,United Kingdom,2196,UK1,Female,9,39-40,7,169,0.3,2016,8,118.3
63104,8/5/2016,Canada,2199,CAN5,Male,15,48,14.5,149,0,2016,8,149
63105,8/5/2016,United States,2173,US9,Male,7.5,40-41,7,129,0,2016,8,129
63106,8/5/2016,United States,2240,US5,Male,10,43,9.5,169,0.5,2016,8,84.5
63107,8/5/2016,Canada,2173,CAN2,Female,8,38-39,6,179,0,2016,8,179
63108,8/5/2016,United States,2187,US12,Female,9,39-40,7,139,0,2016,8,139
63109,8/5/2016,Canada,2177,CAN6,Male,8.5,41-42,8,149,0.1,2016,8,134.1
63110,8/5/2016,Canada,2160,CAN6,Male,10.5,43-44,10,169,0.1,2016,8,152.1
63111,8/5/2016,Germany,2201,GER1,Female,9,39-40,7,169,0,2016,8,169
63112,8/5/2016,Germany,2210,GER2,Female,11.5,42,9.5,139,0,2016,8,139
63113,8/5/2016,United States,2182,US1,Male,12,45,11.5,149,0.5,2016,8,74.5
63114,8/6/2016,United States,2220,US13,Male,7,40,6.5,189,0.2,2016,8,151.2
63115,8/6/2016,Canada,2179,CAN7,Female,7.5,38,5.5,199,0.1,2016,8,179.1
63116,8/6/2016,United States,2181,US14,Male,11,44,10.5,139,0.5,2016,8,69.5
63117,8/6/2016,Canada,2165,CAN5,Female,9,39-40,7,149,0.3,2016,8,104.3
63118,8/6/2016,United Kingdom,2208,UK1,Male,10.5,43-44,10,149,0.1,2016,8,134.1
63119,8/6/2016,Germany,2204,GER1,Male,12,45,11.5,169,0,2016,8,169
63120,8/6/2016,Canada,2238,CAN2,Male,10,43,9.5,139,0.1,2016,8,125.1
63120,8/6/2016,Canada,2158,CAN5,Female,7,37-38,5,159,0,2016,8,159
63120,8/6/2016,Canada,2187,CAN2,Female,8,38-39,6,199,0,2016,8,199
63121,8/6/2016,United States,2192,US1,Male,12,45,11.5,149,0.5,2016,8,74.5
63121,8/6/2016,United States,2193,US5,Male,9.5,42-43,9,129,0,2016,8,129
63122,8/6/2016,United States,2210,US2,Female,7.5,38,5.5,189,0,2016,8,189
63123,8/6/2016,Germany,2204,GER2,Female,6.5,37,4.5,189,0.3,2016,8,132.3
63124,8/6/2016,Germany,2228,GER1,Male,8,41,7.5,129,0,2016,8,129
63125,8/6/2016,Germany,2187,GER2,Female,8.5,39,6.5,149,0,2016,8,149
63126,8/6/2016,Canada,2185,CAN6,Female,10.5,41,8.5,159,0.2,2016,8,127.2
63127,8/6/2016,Germany,2166,GER2,Female,5.5,36,3.5,149,0.1,2016,8,134.1
63128,8/6/2016,Canada,2209,CAN1,Male,9,42,8.5,159,0.5,2016,8,79.5
63129,8/6/2016,United States,2194,US7,Male,6,39,5.5,159,0,2016,8,159
63130,8/6/2016,United States,2222,US15,Male,10,43,9.5,189,0,2016,8,189
63131,8/6/2016,United States,2210,US3,Female,9,39-40,7,189,0.2,2016,8,151.2
63132,8/6/2016,United States,2175,US1,Male,8.5,41-42,8,129,0.2,2016,8,103.2
63133,8/7/2016,United States,2171,US13,Female,8.5,39,6.5,179,0.1,2016,8,161.1
63134,8/7/2016,United States,2162,US12,Female,8,38-39,6,189,0,2016,8,189
63135,8/7/2016,United Kingdom,2238,UK5,Male,10,43,9.5,149,0,2016,8,149
63136,8/7/2016,Germany,2187,GER1,Male,10.5,43-44,10,159,0.5,2016,8,79.5
63137,8/7/2016,Germany,2149,GER1,Male,10.5,43-44,10,169,0.2,2016,8,135.2
63138,8/7/2016,Canada,2235,CAN1,Male,9,42,8.5,199,0,2016,8,199
63139,8/7/2016,United States,2190,US9,Male,10.5,43-44,10,179,0.1,2016,8,161.1
63139,8/7/2016,United States,2192,US1,Male,12,45,11.5,149,0.5,2016,8,74.5
63140,8/7/2016,Germany,2159,GER3,Female,8.5,39,6.5,189,0,2016,8,189
63141,8/7/2016,Germany,2202,GER2,Female,8.5,39,6.5,169,0.5,2016,8,84.5
63142,8/7/2016,United States,2191,US15,Male,9,42,8.5,149,0.3,2016,8,104.3
63143,8/7/2016,United States,2195,US13,Male,9.5,42-43,9,189,0.3,2016,8,132.3
63144,8/7/2016,Germany,2182,GER2,Female,9,39-40,7,159,0.5,2016,8,79.5
63145,8/7/2016,Canada,2158,CAN6,Male,15,48,14.5,139,0,2016,8,139
63146,8/7/2016,Germany,2147,GER3,Female,12,42-43,10,159,0,2016,8,159
63147,8/7/2016,United States,2220,US13,Female,8,38-39,6,159,0,2016,8,159
63148,8/7/2016,United States,2233,US7,Male,10,43,9.5,129,0.5,2016,8,64.5
63149,8/8/2016,United States,2192,US13,Male,8,41,7.5,149,0.2,2016,8,119.2
63150,8/8/2016,Germany,2197,GER1,Male,9.5,42-43,9,149,0,2016,8,149
63151,8/8/2016,United States,2156,US13,Male,11.5,44-45,11,189,0,2016,8,189
63152,8/8/2016,Germany,2227,GER1,Male,12,45,11.5,179,0.3,2016,8,125.3
63153,8/8/2016,United States,2154,US13,Male,9,42,8.5,179,0.1,2016,8,161.1
63154,8/8/2016,Canada,2225,CAN3,Male,10,43,9.5,199,0,2016,8,199
63154,8/8/2016,Canada,2158,CAN2,Female,7.5,38,5.5,159,0.3,2016,8,111.3
63155,8/8/2016,Germany,2191,GER3,Male,10,43,9.5,149,0,2016,8,149
63156,8/8/2016,United States,2202,US13,Male,8.5,41-42,8,179,0,2016,8,179
63157,8/8/2016,Germany,2149,GER2,Male,9,42,8.5,179,0,2016,8,179
63158,8/8/2016,United States,2182,US1,Male,12,45,11.5,149,0.5,2016,8,74.5
